video_id,frame_idx,frame_path,class_name,confidence,x1,y1,x2,y2,cx,cy,area,track_id,track_age,matched_score,frame_diff_overlap,flow_dx,flow_dy,flow_mag,global_flow_dx,global_flow_dy
IMG_4982,5,data/frames/IMG_4982/frame_0005.jpg,bicycle,0.9182765483856201,1.2119065523147583,852.74755859375,732.6214599609375,1706.27099609375,366.91668701171875,1279.50927734375,624275.1875,bicycle_1,1,0.0,0.5726604023233388,-0.9465160369873047,2.346316337585449,10.152244567871094,7.617306255269796e-05,0.0009142066119238734
IMG_4982,5,data/frames/IMG_4982/frame_0005.jpg,bicycle,0.8549383282661438,214.669921875,678.9732666015625,475.872802734375,919.5231323242188,345.2713623046875,799.2481689453125,62832.31640625,bicycle_2,1,0.0,0.5655553965755712,-0.1647629737854004,4.356518268585205,8.67955207824707,7.617306255269796e-05,0.0009142066119238734
IMG_4982,6,data/frames/IMG_4982/frame_0006.jpg,person,0.801964521408081,598.740234375,714.49072265625,659.3834228515625,843.5833129882812,629.0618286132812,779.0369873046875,7828.58642578125,person_1,1,0.0,0.46651416952598806,-1.7475053071975708,-0.6021190881729126,3.8928921222686768,-0.00043410027865320444,0.00018368795281276107
IMG_4982,6,data/frames/IMG_4982/frame_0006.jpg,person,0.4743472933769226,527.6443481445312,1191.1590576171875,820.197265625,1706.553955078125,673.9207763671875,1448.8564453125,150780.28125,person_2,1,0.0,0.7520394976639385,-3.5991482734680176,-1.2330762147903442,9.843195915222168,-0.00043410027865320444,0.00018368795281276107
IMG_4982,7,data/frames/IMG_4982/frame_0007.jpg,person,0.8771359324455261,239.59556579589844,697.0827026367188,305.0206298828125,840.6439819335938,272.30810546875,768.8633422851562,9392.505859375,person_3,1,0.0,0.6971816062725154,-5.023009300231934,-3.876272678375244,8.430414199829102,-2.5517696485621855e-05,-1.2513672118075192e-05
IMG_4982,8,data/frames/IMG_4982/frame_0008.jpg,person,0.8545237183570862,98.63191223144531,644.7055053710938,178.52207946777344,821.2838745117188,138.57699584960938,732.9946899414062,14106.875,person_3,2,0.278790488767289,0.6233757062146893,-2.62845516204834,9.395543098449707,12.187252044677734,-0.45124655961990356,0.02051251009106636
IMG_4982,9,data/frames/IMG_4982/frame_0009.jpg,person,0.8414198160171509,116.50762176513672,611.434326171875,201.1306610107422,798.9507446289062,158.8191375732422,705.1925048828125,15868.208984375,person_3,3,0.6228024492732643,0.4463667820069204,15.85598373413086,-23.215103149414062,26.560710906982422,0.2459336817264557,-5.208643756304809e-07
IMG_4982,10,data/frames/IMG_4982/frame_0010.jpg,person,0.8607715964317322,87.04435729980469,562.0491943359375,176.0390167236328,777.4993286132812,131.54168701171875,669.7742919921875,19173.912109375,person_3,4,0.5682452216080367,0.44212176639665535,-12.028515815734863,-11.402627944946289,20.919116973876953,-0.1424749195575714,-1.0193665027618408
IMG_4982,11,data/frames/IMG_4982/frame_0011.jpg,person,0.7884472012519836,1.5064383745193481,550.8040771484375,72.09689331054688,806.7098388671875,36.801666259765625,678.7569580078125,18064.50390625,person_3,5,0.285422267281896,0.6750660211267606,24.71306610107422,-7.188640594482422,24.996726989746094,-0.08737973868846893,-0.281907856464386
IMG_4982,16,data/frames/IMG_4982/frame_0016.jpg,person,0.9059858322143555,64.18317413330078,528.6349487304688,281.7401428222656,1090.2003173828125,172.96165466308594,809.4176025390625,122172.4609375,person_4,1,0.0,0.8407432310543319,-0.40311089158058167,-3.0877084732055664,10.997920989990234,0.000776991480961442,-0.1330762803554535
IMG_4982,16,data/frames/IMG_4982/frame_0016.jpg,skateboard,0.39644739031791687,221.61741638183594,855.3563232421875,395.0905456542969,1053.4493408203125,308.3539733886719,954.40283203125,34363.81640625,skateboard_1,1,0.0,0.6205154998258446,0.15753591060638428,-0.42024317383766174,7.435909271240234,0.000776991480961442,-0.1330762803554535
