video_id,frame_idx,frame_path,class_name,confidence,x1,y1,x2,y2,cx,cy,area
IMG_4976,0,data/frames/IMG_4976/frame_0000.jpg,person,0.47855904698371887,644.1767578125,574.3433227539062,668.5431518554688,636.8222045898438,656.3599853515625,605.582763671875,1522.385009765625
IMG_4976,1,data/frames/IMG_4976/frame_0001.jpg,person,0.38099148869514465,631.2971801757812,605.708740234375,654.2202758789062,662.9608154296875,642.7587280273438,634.3347778320312,1312.394775390625
IMG_4976,1,data/frames/IMG_4976/frame_0001.jpg,person,0.35240495204925537,668.6858520507812,600.5543823242188,691.4786987304688,658.6141967773438,680.082275390625,629.5842895507812,1323.348388671875
IMG_4976,2,data/frames/IMG_4976/frame_0002.jpg,person,0.6250165104866028,625.3888549804688,650.1663208007812,652.2094116210938,716.5857543945312,638.7991333007812,683.3760375976562,1781.4061279296875
IMG_4976,2,data/frames/IMG_4976/frame_0002.jpg,person,0.4496113657951355,661.8447265625,647.9808349609375,685.22265625,704.2052001953125,673.53369140625,676.093017578125,1314.4093017578125
IMG_4976,3,data/frames/IMG_4976/frame_0003.jpg,person,0.35109591484069824,631.6653442382812,688.162841796875,655.6227416992188,749.3538208007812,643.64404296875,718.75830078125,1465.9765625
IMG_4976,4,data/frames/IMG_4976/frame_0004.jpg,person,0.5386728644371033,643.3814697265625,685.9259033203125,670.2506713867188,759.896728515625,656.8160400390625,722.9113159179688,1987.5369873046875
IMG_4976,4,data/frames/IMG_4976/frame_0004.jpg,person,0.41910475492477417,670.4754028320312,693.952392578125,697.9105834960938,755.731689453125,684.1929931640625,724.842041015625,1694.9261474609375
IMG_4976,6,data/frames/IMG_4976/frame_0006.jpg,person,0.4783237874507904,353.3486633300781,689.8539428710938,379.2511901855469,748.3451538085938,366.2999267578125,719.0995483398438,1515.0701904296875
IMG_4976,6,data/frames/IMG_4976/frame_0006.jpg,person,0.4722025394439697,689.040283203125,690.3074951171875,712.3602905273438,749.6009521484375,700.7003173828125,719.9542236328125,1382.723876953125
IMG_4976,7,data/frames/IMG_4976/frame_0007.jpg,person,0.568228542804718,681.94873046875,676.265625,706.9786987304688,753.1367797851562,694.4637451171875,714.701171875,1924.08251953125
IMG_4976,7,data/frames/IMG_4976/frame_0007.jpg,person,0.47710978984832764,359.0629577636719,685.2703857421875,388.48602294921875,745.1882934570312,373.77447509765625,715.2293701171875,1762.968505859375
IMG_4976,7,data/frames/IMG_4976/frame_0007.jpg,person,0.42157185077667236,652.9307861328125,682.0154418945312,677.4146118164062,752.2595825195312,665.1727294921875,717.1375122070312,1719.8453369140625
IMG_4976,8,data/frames/IMG_4976/frame_0008.jpg,person,0.5402759909629822,362.82733154296875,684.4906005859375,390.2779846191406,745.559326171875,376.55267333984375,715.0249633789062,1676.3763427734375
IMG_4976,8,data/frames/IMG_4976/frame_0008.jpg,person,0.4736558496952057,639.7741088867188,669.5335693359375,667.14453125,754.9778442382812,653.4593505859375,712.2557373046875,2338.64599609375
IMG_4976,8,data/frames/IMG_4976/frame_0008.jpg,person,0.43668168783187866,671.3645629882812,682.8414916992188,697.7217407226562,750.7265014648438,684.5431518554688,716.7839965820312,1789.25732421875
IMG_4976,9,data/frames/IMG_4976/frame_0009.jpg,person,0.6240720748901367,650.7494506835938,681.8599853515625,676.8291015625,750.4277954101562,663.789306640625,716.1439208984375,1788.2244873046875
IMG_4976,9,data/frames/IMG_4976/frame_0009.jpg,person,0.56004399061203,375.3958435058594,666.6241455078125,404.5550231933594,736.2676391601562,389.9754333496094,701.4459228515625,2030.7471923828125
IMG_4976,9,data/frames/IMG_4976/frame_0009.jpg,person,0.5286435484886169,681.2762451171875,675.6741943359375,708.100830078125,749.9972534179688,694.6885375976562,712.835693359375,1993.6851806640625
IMG_4976,10,data/frames/IMG_4976/frame_0010.jpg,person,0.6253297924995422,670.7503051757812,662.5222778320312,697.5953369140625,733.42578125,684.1728515625,697.9739990234375,1903.4068603515625
IMG_4976,10,data/frames/IMG_4976/frame_0010.jpg,person,0.4348446726799011,411.1349182128906,667.8574829101562,436.7607727050781,718.4212036132812,423.9478454589844,693.1393432617188,1295.738525390625
IMG_4976,11,data/frames/IMG_4976/frame_0011.jpg,person,0.6246278285980225,734.9842529296875,630.710205078125,766.6489868164062,714.2439575195312,750.816650390625,672.47705078125,2645.073974609375
IMG_4976,11,data/frames/IMG_4976/frame_0011.jpg,person,0.4359082579612732,453.5434875488281,643.2529907226562,478.4278869628906,702.0809936523438,465.9856872558594,672.6669921875,1463.8995361328125
IMG_4976,12,data/frames/IMG_4976/frame_0012.jpg,person,0.7847654223442078,765.4717407226562,622.8396606445312,794.868408203125,708.7039184570312,780.1700439453125,665.7717895507812,2524.123046875
IMG_4976,12,data/frames/IMG_4976/frame_0012.jpg,person,0.5233559608459473,722.249755859375,625.5775756835938,752.4017944335938,713.4449462890625,737.3258056640625,669.51123046875,2649.38037109375
IMG_4976,13,data/frames/IMG_4976/frame_0013.jpg,person,0.6963785290718079,727.9219970703125,635.9619750976562,759.3930053710938,718.6158447265625,743.657470703125,677.2889404296875,2601.20068359375
IMG_4976,13,data/frames/IMG_4976/frame_0013.jpg,person,0.6806276440620422,775.2105102539062,629.3876342773438,804.5435791015625,720.953857421875,789.8770751953125,675.1707763671875,2685.918212890625
IMG_4976,14,data/frames/IMG_4976/frame_0014.jpg,person,0.625649094581604,719.9563598632812,639.3916015625,752.233154296875,727.5517578125,736.0947265625,683.4716796875,2845.52734375
IMG_4976,14,data/frames/IMG_4976/frame_0014.jpg,person,0.5512287616729736,519.2646484375,639.66015625,544.642822265625,707.3577880859375,531.9537353515625,673.5089721679688,1718.042236328125
IMG_4976,15,data/frames/IMG_4976/frame_0015.jpg,bicycle,0.9131506085395813,660.3465576171875,827.8901977539062,960.0,1246.1788330078125,810.1732788085938,1037.0345458984375,125341.6328125
IMG_4976,15,data/frames/IMG_4976/frame_0015.jpg,person,0.7685646414756775,776.3208618164062,626.4925537109375,811.7981567382812,731.7193603515625,794.0595092773438,679.10595703125,3733.162353515625
IMG_4976,15,data/frames/IMG_4976/frame_0015.jpg,person,0.7424843907356262,726.29248046875,637.3536376953125,761.086181640625,734.1688842773438,743.6893310546875,685.76123046875,3368.560791015625
IMG_4976,15,data/frames/IMG_4976/frame_0015.jpg,person,0.7082440853118896,543.4186401367188,641.0995483398438,569.2044067382812,712.8909301757812,556.3115234375,676.9952392578125,1851.19580078125
IMG_4976,15,data/frames/IMG_4976/frame_0015.jpg,person,0.45770132541656494,861.4336547851562,728.7252807617188,960.0,870.6441040039062,910.716796875,799.6846923828125,13988.419921875
IMG_4976,16,data/frames/IMG_4976/frame_0016.jpg,bicycle,0.947307288646698,153.05982971191406,864.1288452148438,960.0,1385.29345703125,556.5299072265625,1124.711181640625,420548.65625
IMG_4976,16,data/frames/IMG_4976/frame_0016.jpg,person,0.8992229104042053,316.1552429199219,427.3705749511719,789.5667114257812,1173.464599609375,552.8609619140625,800.4176025390625,353209.46875
IMG_4976,16,data/frames/IMG_4976/frame_0016.jpg,person,0.6945504546165466,788.5458984375,636.450927734375,823.5517578125,724.7626342773438,806.048828125,680.6068115234375,3091.42724609375
IMG_4976,16,data/frames/IMG_4976/frame_0016.jpg,person,0.6434673070907593,835.8295288085938,622.8023681640625,871.8889770507812,733.9453125,853.8592529296875,678.3738403320312,4007.753173828125
IMG_4976,17,data/frames/IMG_4976/frame_0017.jpg,bicycle,0.7870110869407654,3.0820226669311523,1073.4830322265625,321.8568420410156,1495.7559814453125,162.4694366455078,1284.6195068359375,134609.984375
IMG_4976,17,data/frames/IMG_4976/frame_0017.jpg,person,0.6702445149421692,863.3416748046875,624.6431884765625,901.6240234375,734.9688720703125,882.4828491210938,679.8060302734375,4223.5263671875
IMG_4976,17,data/frames/IMG_4976/frame_0017.jpg,person,0.6588132977485657,913.4765625,620.4390258789062,954.7342529296875,732.5447387695312,934.1054077148438,676.4918823242188,4625.22265625
IMG_4976,17,data/frames/IMG_4976/frame_0017.jpg,person,0.5508539080619812,691.0906982421875,623.1605834960938,720.6411743164062,710.6666259765625,705.865966796875,666.91357421875,2585.84521484375
IMG_4976,18,data/frames/IMG_4976/frame_0018.jpg,person,0.6873171329498291,909.9924926757812,623.4921875,951.7720947265625,740.1304321289062,930.88232421875,681.811279296875,4873.099609375
IMG_4976,18,data/frames/IMG_4976/frame_0018.jpg,person,0.5423672199249268,755.0042114257812,635.4585571289062,783.7835693359375,705.574462890625,769.3939208984375,670.5164794921875,2017.8907470703125
IMG_4976,19,data/frames/IMG_4976/frame_0019.jpg,person,0.5030150413513184,787.5165405273438,625.44189453125,821.00390625,703.769287109375,804.26025390625,664.6055908203125,2622.97802734375
