video_id,track_id,class_name,first_frame,last_frame,num_frames,start_cx,start_cy,end_cx,end_cy,total_displacement_px,total_displacement_norm,dx_total,dy_total,avg_bbox_area,start_area,end_area,bbox_growth_ratio,second_half_growth_ratio,peak_area_ratio,avg_flow_dx,avg_flow_dy,avg_flow_mag,avg_global_flow_dx,avg_global_flow_dy,avg_global_flow_mag,avg_frame_diff_overlap,preliminary_motion_label,preliminary_direction_label,preliminary_scale_label
IMG_4982,bicycle_1,bicycle,5,5,1,366.9166870117187,1279.50927734375,366.9166870117187,1279.50927734375,0.0,0.0,0.0,0.0,624275.1875,624275.1875,624275.1875,0.0,0.0,1.0,-0.9465160369873048,2.346316337585449,10.152243614196776,7.617306255269796e-05,0.0009142066119238,0.0009173745498670926,0.5726604023233388,moving,toward_center_or_away,stable
IMG_4982,bicycle_2,bicycle,5,5,1,345.2713623046875,799.2481689453125,345.2713623046875,799.2481689453125,0.0,0.0,0.0,0.0,62832.31640625,62832.31640625,62832.31640625,0.0,0.0,1.0,-0.1647629737854004,4.356518268585205,8.67955207824707,7.617306255269796e-05,0.0009142066119238,0.0009173745498670926,0.5655553965755712,moving,toward_center_or_away,stable
IMG_4982,bicycle_3,bicycle,32,33,2,487.48004150390625,605.163330078125,419.33056640625,692.9169921875,111.1083082838202,0.05673335005053161,-68.14947509765625,87.753662109375,21591.75634765625,11518.4736328125,31665.0390625,1.7490655507121378,0.0,1.0,-2.6282122284173965,-0.10866546630859375,10.780683994293213,-0.23219843954029784,-0.6277354728244973,0.6693040707833358,0.5105292339587797,moving,toward_center_or_away,growing
IMG_4982,bicycle_4,bicycle,34,34,1,488.0740966796875,1163.922607421875,488.0740966796875,1163.922607421875,0.0,0.0,0.0,0.0,828707.0,828707.0,828707.0,0.0,0.0,1.0,-0.4111026525497436,0.1721457093954086,9.63417625427246,-1.3727970123291016,-5.5569238611496985e-05,1.3727970134537908,0.4437118003601227,moving,toward_center_or_away,stable
IMG_4982,motorcycle_1,motorcycle,30,31,2,197.65362548828125,528.7647094726562,393.04876708984375,598.9860229492188,207.63018621546414,0.1060186786889847,195.3951416015625,70.2213134765625,4227.1427001953125,3089.626220703125,5364.6591796875,0.7363456922404958,0.0,1.0,3.3224788308143616,12.894738674163818,13.838300228118896,0.0033631832775426695,-0.11298637443178444,0.11303641806514278,0.44313497756826303,moving,left_to_right,growing
IMG_4982,person_1,person,6,6,1,629.0618286132812,779.0369873046875,629.0618286132812,779.0369873046875,0.0,0.0,0.0,0.0,7828.58642578125,7828.58642578125,7828.58642578125,0.0,0.0,1.0,-1.7475053071975708,-0.6021190881729126,3.8928921222686768,-0.0004341002786532,0.0001836879528127,0.00047136431338753955,0.466514169525988,moving,toward_center_or_away,stable
IMG_4982,person_10,person,37,38,2,502.600341796875,1189.0908203125,389.0555725097656,1249.688232421875,128.70299525192226,0.06571742649098104,-113.54476928710938,60.597412109375,421869.453125,414726.125,429012.78125,0.0344484115872024,0.0,1.0,-2.182554244995117,1.5420382022857666,18.74128532409668,-0.9359636902809143,-0.993877038359642,1.3652177836897674,0.39241224901749117,moving,right_to_left,stable
IMG_4982,person_2,person,6,6,1,673.9207763671875,1448.8564453125,673.9207763671875,1448.8564453125,0.0,0.0,0.0,0.0,150780.28125,150780.28125,150780.28125,0.0,0.0,1.0,-3.5991482734680176,-1.2330762147903442,9.843195915222168,-0.0004341002786532,0.0001836879528127,0.00047136431338753955,0.7520394976639385,moving,toward_center_or_away,stable
IMG_4982,person_3,person,7,11,5,272.30810546875,768.8633422851562,36.801666259765625,678.7569580078125,252.15559362510956,0.12875393191830417,-235.50643920898438,-90.10638427734375,15321.201171875,9392.505859375,18064.50390625,0.9232890749060194,0.13840849486537668,1.06141370988216,4.177813911437989,-7.257420253753662,18.618844032287598,-0.08703861076719474,-0.25615497673433085,0.27053852197062217,0.5768223764035081,moving,right_to_left,growing
IMG_4982,person_4,person,16,19,4,172.96165466308594,809.4176025390625,226.9229278564453,1015.8496704101562,213.36826767395434,0.10894861785403268,53.961273193359375,206.43206787109375,303379.470703125,122172.4609375,617782.875,4.0566459106687205,1.0904836873084005,0.9999999999983813,-0.024583054240793004,1.1649877689778805,12.747958183288574,0.00033134251134465,-0.03317451262364561,0.033176167284305856,0.6548738140979514,moving,toward_center_or_away,growing
IMG_4982,person_5,person,17,17,1,804.1327514648438,1386.9703369140625,804.1327514648438,1386.9703369140625,0.0,0.0,0.0,0.0,183495.125,183495.125,183495.125,0.0,0.0,1.0,-3.79595685005188,1.9461913108825684,12.588994026184082,0.0001963507093023,0.0002827249118126,0.0003442193730790857,0.800888681264361,moving,toward_center_or_away,stable
IMG_4982,person_6,person,18,18,1,78.09705352783203,662.387451171875,78.09705352783203,662.387451171875,0.0,0.0,0.0,0.0,4087.47802734375,4087.47802734375,4087.47802734375,0.0,0.0,1.0,-3.576907157897949,-21.355457305908203,22.033239364624023,0.0001707760384306,0.0001050244900397,0.00020048590676191884,0.8207547169811321,moving,toward_center_or_away,stable
IMG_4982,person_7,person,26,34,6,242.01852416992188,345.2318420410156,467.934326171875,477.138427734375,261.6052311087553,0.13357903995469722,225.91580200195312,131.90658569335938,20173.847574869793,11567.0380859375,12313.791015625,0.06455869895775634,-0.39471339888553175,4.910330943644061,-2.538697381814321,5.420358846584956,12.24204421043396,-0.21948695227971862,-0.2627412567714297,0.3423557947966849,0.517627367784774,moving,left_to_right,stable
IMG_4982,person_8,person,27,27,1,702.0435180664062,503.4699096679687,702.0435180664062,503.4699096679687,0.0,0.0,0.0,0.0,10687.3671875,10687.3671875,10687.3671875,0.0,0.0,1.0,2.1771483421325684,-7.377302169799805,8.009038925170898,0.0521363690495491,0.1437111496925354,0.1528760789777822,0.8402149321266968,moving,toward_center_or_away,stable
IMG_4982,person_9,person,34,34,1,312.45074462890625,696.1338500976562,312.45074462890625,696.1338500976562,0.0,0.0,0.0,0.0,655655.0,655655.0,655655.0,0.0,0.0,1.0,0.0009944438934326,-2.89900279045105,12.783525466918944,-1.3727970123291016,-5.5569238611496985e-05,1.3727970134537908,0.6688529991397036,moving,toward_center_or_away,stable
IMG_4982,skateboard_1,skateboard,16,16,1,308.3539733886719,954.40283203125,308.3539733886719,954.40283203125,0.0,0.0,0.0,0.0,34363.81640625,34363.81640625,34363.81640625,0.0,0.0,1.0,0.1575359106063842,-0.4202431738376617,7.435909748077393,0.0007769914809614,-0.1330762803554535,0.1330785486432909,0.6205154998258446,moving,toward_center_or_away,stable
