video_id,frame_idx,frame_path,class_name,confidence,x1,y1,x2,y2,cx,cy,area
IMG_4982,5,data/frames/IMG_4982/frame_0005.jpg,bicycle,0.9182765483856201,1.2119065523147583,852.74755859375,732.6214599609375,1706.27099609375,366.91668701171875,1279.50927734375,624275.1875
IMG_4982,5,data/frames/IMG_4982/frame_0005.jpg,bicycle,0.8549383282661438,214.669921875,678.9732666015625,475.872802734375,919.5231323242188,345.2713623046875,799.2481689453125,62832.31640625
IMG_4982,6,data/frames/IMG_4982/frame_0006.jpg,person,0.801964521408081,598.740234375,714.49072265625,659.3834228515625,843.5833129882812,629.0618286132812,779.0369873046875,7828.58642578125
IMG_4982,6,data/frames/IMG_4982/frame_0006.jpg,person,0.4743472933769226,527.6443481445312,1191.1590576171875,820.197265625,1706.553955078125,673.9207763671875,1448.8564453125,150780.28125
IMG_4982,7,data/frames/IMG_4982/frame_0007.jpg,person,0.8771359324455261,239.59556579589844,697.0827026367188,305.0206298828125,840.6439819335938,272.30810546875,768.8633422851562,9392.505859375
IMG_4982,8,data/frames/IMG_4982/frame_0008.jpg,person,0.8545237183570862,98.63191223144531,644.7055053710938,178.52207946777344,821.2838745117188,138.57699584960938,732.9946899414062,14106.875
IMG_4982,9,data/frames/IMG_4982/frame_0009.jpg,person,0.8414198160171509,116.50762176513672,611.434326171875,201.1306610107422,798.9507446289062,158.8191375732422,705.1925048828125,15868.208984375
IMG_4982,10,data/frames/IMG_4982/frame_0010.jpg,person,0.8607715964317322,87.04435729980469,562.0491943359375,176.0390167236328,777.4993286132812,131.54168701171875,669.7742919921875,19173.912109375
IMG_4982,11,data/frames/IMG_4982/frame_0011.jpg,person,0.7884472012519836,1.5064383745193481,550.8040771484375,72.09689331054688,806.7098388671875,36.801666259765625,678.7569580078125,18064.50390625
IMG_4982,16,data/frames/IMG_4982/frame_0016.jpg,person,0.9059858322143555,64.18317413330078,528.6349487304688,281.7401428222656,1090.2003173828125,172.96165466308594,809.4176025390625,122172.4609375
IMG_4982,16,data/frames/IMG_4982/frame_0016.jpg,skateboard,0.39644739031791687,221.61741638183594,855.3563232421875,395.0905456542969,1053.4493408203125,308.3539733886719,954.40283203125,34363.81640625
IMG_4982,17,data/frames/IMG_4982/frame_0017.jpg,person,0.9245901107788086,237.9289093017578,522.1688842773438,491.3822021484375,1224.6298828125,364.6555480957031,873.3994140625,178041.046875
IMG_4982,17,data/frames/IMG_4982/frame_0017.jpg,person,0.6928164958953857,659.9796142578125,1068.7408447265625,948.285888671875,1705.1998291015625,804.1327514648438,1386.9703369140625,183495.125
IMG_4982,18,data/frames/IMG_4982/frame_0018.jpg,person,0.931482195854187,258.12957763671875,453.82623291015625,567.9839477539062,1407.5694580078125,413.0567626953125,930.6978759765625,295521.5
IMG_4982,18,data/frames/IMG_4982/frame_0018.jpg,person,0.4245428442955017,51.35488510131836,624.175537109375,104.83922576904297,700.599365234375,78.09705352783203,662.387451171875,4087.47802734375
IMG_4982,19,data/frames/IMG_4982/frame_0019.jpg,person,0.9314039945602417,2.6749608516693115,327.122314453125,451.1708984375,1704.5770263671875,226.9229278564453,1015.8496704101562,617782.875
IMG_4982,26,data/frames/IMG_4982/frame_0026.jpg,person,0.3966832458972931,199.0172119140625,277.9836730957031,285.01983642578125,412.4800109863281,242.01852416992188,345.2318420410156,11567.0380859375
IMG_4982,27,data/frames/IMG_4982/frame_0027.jpg,person,0.6863395571708679,663.013916015625,435.0130920410156,741.0731201171875,571.9266967773438,702.0435180664062,503.46990966796875,10687.3671875
IMG_4982,30,data/frames/IMG_4982/frame_0030.jpg,person,0.6678231358528137,169.11366271972656,440.6877746582031,221.7233123779297,562.5237426757812,195.41848754882812,501.60577392578125,6409.74755859375
IMG_4982,30,data/frames/IMG_4982/frame_0030.jpg,motorcycle,0.4030616879463196,177.02113342285156,491.3282775878906,218.28611755371094,566.2011108398438,197.65362548828125,528.7647094726562,3089.626220703125
IMG_4982,31,data/frames/IMG_4982/frame_0031.jpg,person,0.6127647161483765,358.13787841796875,488.8124084472656,424.8952331542969,637.76953125,391.51654052734375,563.2909545898438,9943.9833984375
