video_id,frame_idx,frame_path,class_name,confidence,x1,y1,x2,y2,cx,cy,area,track_id,track_age,matched_score,frame_diff_overlap,flow_dx,flow_dy,flow_mag,global_flow_dx,global_flow_dy
IMG_4974,0,data/frames/IMG_4974/frame_0000.jpg,person,0.7688702940940857,758.4895629882812,687.8911743164062,791.2860107421875,789.8472900390625,774.8878173828125,738.8692626953125,3343.79833984375,person_1,1,0.7688702940940857,0.0,0.0,0.0,0.0,0.0,0.0
IMG_4974,0,data/frames/IMG_4974/frame_0000.jpg,person,0.7111892700195312,706.3872680664062,679.3900146484375,742.8716430664062,791.6002197265625,724.6294555664062,735.4951171875,4093.919189453125,person_2,1,0.7111892700195312,0.0,0.0,0.0,0.0,0.0,0.0
IMG_4974,0,data/frames/IMG_4974/frame_0000.jpg,person,0.6578501462936401,426.5469970703125,701.1971435546875,452.1546936035156,759.872802734375,439.350830078125,730.5349731445312,1502.5484619140625,person_3,1,0.6578501462936401,0.0,0.0,0.0,0.0,0.0,0.0
IMG_4974,0,data/frames/IMG_4974/frame_0000.jpg,person,0.499336302280426,476.6665344238281,699.6179809570312,495.4299621582031,751.6476440429688,486.0482482910156,725.6328125,976.2548217773438,person_4,1,0.499336302280426,0.0,0.0,0.0,0.0,0.0,0.0
IMG_4974,1,data/frames/IMG_4974/frame_0001.jpg,person,0.8231725096702576,733.1679077148438,679.1173706054688,774.2794189453125,796.1945190429688,753.7236328125,737.6559448242188,4813.21826171875,person_1,2,0.8231725096702576,0.5632687096101731,-30.270353317260742,-2.989635467529297,30.65540313720703,10.82370376586914,0.00011305669613648206
IMG_4974,2,data/frames/IMG_4974/frame_0002.jpg,person,0.6711593270301819,477.3790283203125,702.5460205078125,504.8868408203125,761.2344360351562,491.1329345703125,731.8902587890625,1614.389892578125,person_4,2,0.6711593270301819,0.4714375392341494,15.537948608398438,0.8578904867172241,17.6832218170166,0.00023934399359859526,0.0037785544991493225
IMG_4974,5,data/frames/IMG_4974/frame_0005.jpg,person,0.7650085687637329,827.6292114257812,615.9794921875,879.6286010742188,758.4968872070312,853.62890625,687.2381591796875,7410.8173828125,person_5,1,0.7650085687637329,0.5441097364174288,8.24856948852539,-16.948131561279297,18.487459182739258,-2.5593485832214355,-3.501042374409735e-05
IMG_4974,6,data/frames/IMG_4974/frame_0006.jpg,person,0.4641500413417816,931.2308349609375,622.706787109375,960.0,757.9251098632812,945.6154174804688,690.31591796875,3890.1181640625,person_6,1,0.4641500413417816,0.7277139208173691,-1.7609378099441528,0.6438171863555908,4.062849044799805,-0.14322306215763092,1.4713332653045654
IMG_4974,6,data/frames/IMG_4974/frame_0006.jpg,person,0.867039144039154,825.9778442382812,612.924072265625,884.0536499023438,767.4273681640625,855.0157470703125,690.1757202148438,8972.9033203125,person_5,2,0.867039144039154,0.4576271186440678,-0.901293158531189,1.583909511566162,5.433861255645752,-0.14322306215763092,1.4713332653045654
IMG_4974,7,data/frames/IMG_4974/frame_0007.jpg,person,0.7990748882293701,842.2098388671875,612.03466796875,898.904541015625,777.2769165039062,870.5571899414062,694.65576171875,9368.3603515625,person_5,3,0.7990748882293701,0.5904761904761905,21.073312759399414,4.834400177001953,22.06032371520996,-3.5785202980041504,0.4600438177585602
IMG_4974,7,data/frames/IMG_4974/frame_0007.jpg,person,0.6627099514007568,490.3182678222656,656.5029907226562,516.291748046875,719.2554931640625,503.30499267578125,687.8792724609375,1629.90087890625,person_7,1,0.6627099514007568,0.052503052503052504,0.4277639389038086,4.838204383850098,5.091448783874512,-3.5785202980041504,0.4600438177585602
IMG_4974,7,data/frames/IMG_4974/frame_0007.jpg,person,0.5830605626106262,533.956787109375,657.1668701171875,556.1309204101562,709.729248046875,545.0438232421875,683.4480590820312,1165.525146484375,person_8,1,0.5830605626106262,0.033444816053511704,-0.2909432649612427,5.155941963195801,5.526548385620117,-3.5785202980041504,0.4600438177585602
IMG_4974,8,data/frames/IMG_4974/frame_0008.jpg,person,0.8124430775642395,883.593994140625,616.3948364257812,952.5913696289062,790.187255859375,918.0926513671875,703.291015625,11991.220703125,person_6,2,0.8124430775642395,0.645343994669332,30.217208862304688,8.869112968444824,30.403257369995117,1.072811245918274,-4.69405968033243e-05
IMG_4974,8,data/frames/IMG_4974/frame_0008.jpg,person,0.7788768410682678,498.2289733886719,658.2754516601562,524.9205322265625,725.3397827148438,511.57476806640625,691.8076171875,1790.051513671875,person_7,2,0.7788768410682678,0.3559127439724455,8.149805068969727,2.355241060256958,9.07247257232666,1.072811245918274,-4.69405968033243e-05
IMG_4974,8,data/frames/IMG_4974/frame_0008.jpg,person,0.6074572801589966,548.0167846679688,658.1417846679688,568.8071899414062,714.0158081054688,558.4119873046875,686.0787963867188,1161.6435546875,person_8,2,0.6074572801589966,0.07678571428571429,13.234861373901367,2.4978933334350586,12.925732612609863,1.072811245918274,-4.69405968033243e-05
IMG_4974,9,data/frames/IMG_4974/frame_0009.jpg,person,0.6407193541526794,509.367919921875,657.2099609375,537.6840209960938,725.198486328125,523.5260009765625,691.2042236328125,1925.169921875,person_7,3,0.6407193541526794,0.41911764705882354,8.247716903686523,-0.34960851073265076,9.757864952087402,3.169870615005493,-0.00010890070552704856
